OrderID,EmployeeID,CustomerName,Region,Category,Sales,Profit,Discount,Date
1349,86,Neha Kapoor,South,Software,3414.82,640.96,0.03,01-02-2024
1350,1,Neha Kapoor,West,Services,807.64,137.68,0.18,06-06-2023
1351,29,Neha Kapoor,North,Software,1836.11,365.51,0.05,16-10-2021
1352,22,Ananya Gupta,East,Software,608.26,55.92,0.14,18-12-2021
1353,33,Ananya Gupta,North,Electronics,4166.4,818.77,0.19,16-12-2024
1354,53,Simran Kaur,West,Office Supplies,5687.23,399.73,0.1,04-11-2024
1355,74,Priya Singh,South,Software,1200.24,263.04,0.06,14-10-2021
1356,34,Ananya Gupta,North,Office Supplies,2116,264.69,0.15,25-01-2023
1357,12,Sneha Patel,West,Electronics,4597.57,830.91,0.12,08-06-2022
1358,21,Rahul Sharma,North,Office Supplies,2452.73,215.83,0.14,18-01-2024
1359,94,Amit Bansal,East,Office Supplies,3325.31,230.06,0.08,30-01-2023
1360,63,Arjun Mehta,North,Office Supplies,536.25,36.21,0.16,04-07-2023
1361,77,Simran Kaur,South,Electronics,744.49,62.66,0.06,16-06-2020
1362,61,Ananya Gupta,East,Software,4973.97,1138.92,0.05,07-08-2023
1363,70,Karan Jain,South,Office Supplies,8912.18,1104.04,0.09,23-06-2021
1364,57,Simran Kaur,East,Furniture,8452.25,1376.44,0.03,27-11-2023
1365,86,Ananya Gupta,North,Office Supplies,8177.71,1085.98,0.15,10-04-2021
1366,71,Rahul Sharma,West,Services,4477,703.35,0.17,30-08-2022
1367,74,Priya Singh,West,Office Supplies,1250.07,288.21,0.14,25-10-2022
1368,74,Amit Bansal,South,Electronics,9517.92,1330.68,0.19,08-12-2020
1369,28,Priya Singh,South,Electronics,4522.06,1119.92,0.09,11-08-2024
1370,81,Arjun Mehta,East,Office Supplies,9152.64,2131.05,0.01,05-03-2022
1371,72,Karan Jain,East,Office Supplies,5437.04,1269.18,0,05-12-2023
1372,80,Neha Kapoor,West,Electronics,4437.2,353.38,0.12,02-04-2024
1373,13,Ananya Gupta,North,Office Supplies,8741.02,1975.71,0.18,24-06-2021
1374,50,Simran Kaur,West,Electronics,2135.9,278.94,0.12,26-10-2023
1375,89,Karan Jain,North,Software,8950.96,1040.99,0.05,07-03-2024
1376,61,Rohit Verma,East,Electronics,3709.73,774.33,0.06,22-09-2024
1377,63,Ananya Gupta,South,Furniture,3354.56,666.7,0.15,19-10-2021
1378,35,Karan Jain,North,Furniture,4696.31,1092.77,0.08,19-09-2022
1379,98,Amit Bansal,East,Electronics,5395.06,441.29,0.06,03-11-2022
1380,52,Arjun Mehta,North,Furniture,2331.25,504.92,0.17,25-05-2021
1381,5,Simran Kaur,North,Office Supplies,7194.02,753.9,0.16,31-10-2022
1382,51,Ananya Gupta,North,Furniture,4038.43,681.72,0.04,17-11-2024
1383,61,Neha Kapoor,East,Office Supplies,2053.38,470.02,0.15,11-11-2023
1384,12,Rohit Verma,North,Software,971.68,214.51,0.16,14-03-2021
1385,29,Priya Singh,South,Office Supplies,6690.08,1021.28,0.17,20-04-2024
1386,88,Rahul Sharma,West,Furniture,6650.03,1132.02,0,31-05-2021
1387,78,Rohit Verma,East,Software,9007.09,1984.42,0.09,22-03-2021
1388,60,Rohit Verma,West,Services,1471.96,224.18,0.13,23-09-2024
1389,48,Amit Bansal,East,Office Supplies,7001.92,1024.71,0.07,20-07-2021
1390,82,Sneha Patel,East,Office Supplies,6733.14,1618.9,0.13,20-01-2021
1391,20,Amit Bansal,South,Electronics,8151.58,1715.69,0.12,14-09-2023
1392,41,Arjun Mehta,North,Software,9975.96,1016.4,0.08,06-03-2022
1393,95,Rahul Sharma,South,Office Supplies,7402.22,699.31,0.11,26-05-2024
1394,61,Sneha Patel,East,Furniture,8486.07,1911.9,0.04,18-07-2020
1395,61,Arjun Mehta,East,Services,7747.72,671.06,0.14,18-11-2021
1396,84,Ananya Gupta,South,Office Supplies,2621.62,587.99,0.08,21-12-2024
1397,43,Sneha Patel,East,Services,3293.49,725.37,0.09,09-11-2024
1398,82,Neha Kapoor,North,Software,8949.55,1343.29,0.17,20-02-2022
1399,68,Rohit Verma,West,Electronics,8773.07,703.21,0.2,02-12-2021
1400,53,Neha Kapoor,West,Furniture,3505.64,677.06,0.16,25-09-2022
1401,43,Arjun Mehta,East,Electronics,544.78,57.04,0.15,11-12-2020
1402,74,Arjun Mehta,West,Electronics,1729.36,236.48,0.09,28-05-2022
1403,62,Karan Jain,North,Electronics,5570.93,1092.64,0.19,21-10-2021
1404,97,Amit Bansal,South,Electronics,6929.11,1214.93,0.05,21-11-2023
1405,45,Rohit Verma,South,Electronics,4143.73,695.04,0.03,14-08-2024
1406,6,Rohit Verma,East,Software,7414.4,1255.07,0.07,23-12-2024
1407,88,Arjun Mehta,East,Software,3912.88,343.1,0.19,20-07-2024
1408,52,Rahul Sharma,South,Furniture,7408.1,564.8,0.15,22-04-2023
1409,65,Arjun Mehta,North,Office Supplies,7255.55,1512.24,0.08,04-08-2023
1410,33,Amit Bansal,North,Services,9949.46,1814.72,0.13,10-02-2020
1411,7,Ananya Gupta,West,Software,4112.41,655.75,0.09,09-11-2020
1412,27,Rahul Sharma,East,Software,6785.81,1238.39,0.05,25-05-2023
1413,90,Arjun Mehta,West,Electronics,5360.06,930.18,0.06,26-05-2024
1414,14,Simran Kaur,South,Services,2397.62,245.99,0.1,17-02-2021
1415,46,Karan Jain,East,Furniture,874.35,130.52,0.04,11-09-2022
1416,43,Priya Singh,North,Electronics,6880.51,1591.98,0.17,02-10-2023
1417,64,Arjun Mehta,North,Services,1212.96,236.18,0.18,12-08-2023
1418,30,Simran Kaur,East,Office Supplies,4910.63,343.56,0.03,21-03-2020
1419,38,Sneha Patel,East,Software,7516.13,518.61,0.15,03-04-2020
1420,2,Arjun Mehta,South,Office Supplies,3896.51,535.94,0.12,04-12-2024
1421,94,Ananya Gupta,East,Office Supplies,2237.26,291.19,0.19,10-07-2021
1422,50,Simran Kaur,West,Furniture,1574.04,297.86,0.01,25-09-2024
1423,21,Ananya Gupta,West,Services,5085.41,832.93,0.09,05-06-2023
1424,49,Sneha Patel,North,Furniture,5089.26,751.3,0.18,21-06-2022
1425,6,Ananya Gupta,East,Office Supplies,617.42,138.1,0.1,02-03-2024
1426,74,Neha Kapoor,South,Office Supplies,5431.45,1019.2,0.12,05-06-2022
1427,85,Priya Singh,West,Office Supplies,6805.25,1213.25,0.03,19-08-2024
1428,72,Neha Kapoor,North,Electronics,6612.29,538.14,0.17,10-10-2024
1429,64,Arjun Mehta,North,Software,3546.02,411.97,0.06,04-11-2022
1430,29,Amit Bansal,West,Software,8262.48,543.39,0.09,19-03-2023
1431,58,Ananya Gupta,West,Software,3502.58,862.1,0.15,06-02-2020
1432,14,Karan Jain,West,Electronics,5792.74,289.83,0.02,22-05-2023
1433,80,Rohit Verma,South,Software,9528.37,1168.83,0.01,01-04-2021
1434,59,Sneha Patel,West,Office Supplies,7301.18,531.56,0.15,30-03-2021
1435,1,Sneha Patel,East,Office Supplies,5703.06,711.62,0.02,02-12-2020
1436,64,Arjun Mehta,West,Electronics,2915.75,260.04,0.02,11-10-2024
1437,51,Priya Singh,West,Furniture,7309.49,523.02,0.08,20-07-2023
1438,87,Neha Kapoor,North,Software,4845.18,813.33,0.1,18-10-2022
1439,1,Amit Bansal,North,Services,9385.43,2043.8,0.1,07-11-2022
1440,100,Arjun Mehta,South,Furniture,1483.76,269.31,0.12,21-10-2021
1441,65,Karan Jain,West,Services,9201.15,1863,0.05,03-12-2021
1442,38,Simran Kaur,South,Furniture,4421.08,840.02,0.15,04-09-2021
1443,90,Amit Bansal,East,Services,6509.54,587.02,0.12,18-08-2021
1444,88,Sneha Patel,South,Furniture,5286.99,998.51,0.06,24-08-2020
1445,98,Sneha Patel,West,Services,5921.06,1086.11,0.08,11-03-2024
1446,69,Rohit Verma,West,Electronics,5465.93,300.92,0.03,04-10-2023
1447,8,Priya Singh,East,Furniture,9843.56,1837.58,0.03,07-05-2020
1448,89,Rohit Verma,South,Services,806.91,171.71,0.02,12-11-2024
1449,87,Amit Bansal,South,Services,4194.42,638.33,0.16,26-11-2023
1450,37,Rahul Sharma,West,Software,4457.38,925.45,0.14,04-02-2023
1451,7,Rahul Sharma,East,Furniture,6395.34,1318.62,0.17,26-08-2024
1452,29,Sneha Patel,South,Furniture,3294.69,281.65,0.14,17-01-2021
1453,23,Amit Bansal,North,Software,886.03,93.76,0.05,25-11-2020
1454,75,Rohit Verma,North,Office Supplies,4930.15,1170.91,0.01,22-10-2021
1455,77,Rahul Sharma,East,Software,8004.13,1280.92,0.01,20-12-2023
1456,41,Amit Bansal,South,Furniture,5445.76,1128.64,0.03,17-01-2023
1457,69,Karan Jain,North,Office Supplies,2601.38,241.07,0.07,08-01-2022
1458,38,Priya Singh,West,Services,8325.04,2049.85,0,01-10-2023
1459,45,Simran Kaur,South,Services,9226.77,911.29,0.01,18-12-2024
1460,42,Karan Jain,North,Software,2937.61,572.23,0,24-11-2022
1461,99,Sneha Patel,West,Software,916.59,210.5,0.04,18-11-2022
1462,11,Ananya Gupta,South,Services,5565.46,976.11,0.04,13-07-2023
1463,100,Priya Singh,West,Electronics,2453.01,529.24,0.18,27-02-2024
1464,100,Karan Jain,North,Furniture,725.65,140.32,0.01,30-05-2020
1465,7,Arjun Mehta,East,Services,1169.2,250.59,0.18,14-04-2022
1466,50,Simran Kaur,West,Software,3505.84,448.4,0.02,13-01-2020
1467,83,Neha Kapoor,North,Services,932.41,204.8,0.07,26-10-2022
1468,14,Rohit Verma,East,Services,1321.8,268.4,0.09,20-03-2022
1469,85,Rahul Sharma,West,Furniture,5567.94,430.27,0.08,21-06-2024
1470,70,Rohit Verma,South,Office Supplies,6934.25,1614.53,0.16,02-02-2024
1471,83,Sneha Patel,North,Services,8810.29,689.62,0.01,18-03-2023
1472,77,Karan Jain,North,Office Supplies,2495.5,494.82,0.15,09-03-2021
1473,53,Amit Bansal,South,Furniture,2247.93,389.74,0.05,22-08-2020
1474,24,Neha Kapoor,North,Services,4882.02,780.8,0.06,17-05-2020
1475,33,Ananya Gupta,South,Services,5128.31,595.76,0.03,04-09-2023
1476,31,Ananya Gupta,East,Services,1163.18,103.17,0.1,03-11-2021
1477,79,Rohit Verma,South,Services,5885.19,1244.95,0.19,11-12-2020
1478,1,Sneha Patel,South,Furniture,7265.89,1294.55,0.06,06-01-2022
1479,18,Sneha Patel,West,Software,4730.9,969.61,0.1,10-08-2020
1480,23,Neha Kapoor,North,Office Supplies,8657.78,675.31,0.11,23-06-2021
1481,94,Ananya Gupta,North,Electronics,8571.08,1511.3,0.16,31-03-2023
1482,52,Neha Kapoor,South,Electronics,5740.14,910.93,0.2,24-08-2022
1483,84,Arjun Mehta,East,Software,2621.41,535.89,0.15,18-08-2021
1484,18,Simran Kaur,North,Software,3956.72,206.22,0.05,09-07-2024
1485,79,Arjun Mehta,South,Software,2012.61,328.6,0.11,21-11-2024
1486,19,Simran Kaur,East,Electronics,2578.78,380.44,0.01,26-01-2022
1487,30,Rahul Sharma,South,Services,9123.4,1115.34,0.09,20-07-2022
1488,6,Rahul Sharma,East,Electronics,7185.49,1108.54,0.17,05-09-2024
1489,95,Rohit Verma,South,Software,6709.92,825.72,0.13,07-09-2024
1490,10,Amit Bansal,East,Software,9740.4,921.25,0.08,31-07-2024
1491,45,Simran Kaur,West,Services,562.68,127.39,0.09,16-04-2021
1492,10,Amit Bansal,East,Furniture,1927.28,157.02,0.12,31-07-2024
1493,16,Priya Singh,West,Office Supplies,7342.43,1074.22,0.1,07-03-2021
1494,76,Arjun Mehta,West,Electronics,2814.87,212.74,0.12,02-10-2020
1495,81,Amit Bansal,North,Services,1895.22,157.81,0.18,24-11-2022
1496,52,Neha Kapoor,North,Office Supplies,9498.91,886.43,0.12,23-08-2022
1497,62,Arjun Mehta,South,Software,6207.97,1296.99,0.16,07-01-2021
1498,80,Amit Bansal,East,Furniture,7379.77,874.76,0.09,24-04-2023
1499,9,Priya Singh,West,Software,1756.03,93.62,0.1,29-10-2022
1500,88,Karan Jain,South,Services,1414.84,205.4,0.12,20-03-2020
1501,69,Amit Bansal,North,Electronics,5081.29,386.51,0.12,21-08-2024
1502,1,Karan Jain,West,Office Supplies,8810.83,1669.9,0.09,01-07-2024
1503,62,Karan Jain,East,Services,8143.9,1885.9,0.17,25-03-2023
1504,13,Karan Jain,South,Office Supplies,5032.84,485.68,0.17,03-08-2021
1505,77,Amit Bansal,West,Office Supplies,2295.7,440.38,0.16,29-03-2023
1506,67,Ananya Gupta,North,Software,6718.19,1260.02,0.06,11-01-2022
1507,14,Arjun Mehta,West,Services,2909.51,642.99,0.08,18-01-2022
1508,79,Rohit Verma,West,Furniture,4425.67,915.04,0.1,28-01-2022
1509,72,Amit Bansal,West,Office Supplies,9890.83,1637.23,0.15,26-03-2022
1510,95,Arjun Mehta,North,Furniture,4742.65,900.45,0.03,15-03-2021
1511,66,Karan Jain,East,Services,6333.24,1183.76,0.01,07-03-2022
1512,82,Rahul Sharma,North,Furniture,4980.85,846.99,0.02,22-06-2021
1513,29,Sneha Patel,North,Services,858.68,108.94,0.2,11-06-2023
1514,84,Amit Bansal,East,Services,1045.9,214.12,0.04,09-10-2022
1515,57,Rahul Sharma,South,Services,3217.06,182.48,0.12,22-11-2022
1516,90,Priya Singh,South,Electronics,3917.53,709.09,0.2,26-06-2020
1517,36,Karan Jain,East,Software,4351.78,391.93,0,12-12-2023
1518,9,Ananya Gupta,East,Services,9192.59,1099.61,0.19,20-07-2021
1519,29,Neha Kapoor,South,Software,9332.28,1539.65,0.05,13-04-2022
1520,65,Ananya Gupta,North,Services,3295.39,788.93,0.16,11-06-2021
1521,69,Neha Kapoor,East,Software,9677.53,1573.89,0.15,31-03-2024
1522,44,Simran Kaur,West,Services,8689.22,1272.05,0.05,22-02-2022
1523,82,Priya Singh,South,Office Supplies,4418.05,532.9,0.11,06-12-2023
1524,34,Priya Singh,East,Electronics,4289.84,856.93,0.07,09-02-2023
1525,23,Simran Kaur,East,Office Supplies,2576.38,424.44,0.04,08-03-2024
1526,88,Priya Singh,West,Furniture,2731.18,268.78,0.05,14-04-2021
1527,26,Priya Singh,East,Furniture,7899.92,584.4,0.02,20-09-2023
1528,64,Neha Kapoor,North,Services,9600.93,2108.38,0.07,07-10-2021
1529,64,Neha Kapoor,East,Software,2237.28,453.84,0.1,25-03-2022
1530,29,Neha Kapoor,South,Electronics,5494.49,739.75,0.19,07-03-2020
1531,65,Sneha Patel,West,Furniture,4843.36,358.77,0.1,08-10-2021
1532,89,Rahul Sharma,North,Furniture,4104.57,287.93,0.07,31-10-2024
1533,34,Arjun Mehta,East,Furniture,3059.38,739.47,0.07,11-01-2021
1534,64,Karan Jain,South,Software,7156.77,890.75,0.17,26-07-2021
1535,58,Arjun Mehta,South,Services,7017.11,1493.51,0.14,04-07-2024
1536,31,Amit Bansal,West,Software,2362.6,496.16,0.15,26-08-2022
1537,2,Arjun Mehta,West,Software,1777.48,406.43,0.13,29-12-2022
1538,93,Sneha Patel,West,Office Supplies,2884.25,639.44,0.01,21-07-2020
1539,89,Arjun Mehta,North,Furniture,8231.27,1196.07,0.13,10-07-2022
1540,96,Sneha Patel,East,Office Supplies,3922.91,633.54,0.16,05-12-2021
1541,3,Karan Jain,North,Office Supplies,8740,2120.53,0.04,25-03-2023
1542,84,Amit Bansal,South,Office Supplies,3873.54,715.2,0.1,17-02-2024
1543,58,Ananya Gupta,West,Services,3221.97,568.17,0.03,09-12-2020
1544,82,Sneha Patel,West,Services,5930.56,1303.42,0.01,27-11-2020
1545,44,Priya Singh,East,Office Supplies,6703.62,1287.68,0.12,20-03-2022
1546,35,Simran Kaur,East,Services,5448.89,763.16,0.03,15-10-2024
1547,3,Arjun Mehta,South,Office Supplies,9434.15,1793.8,0.02,07-12-2020
1548,51,Ananya Gupta,North,Electronics,9399.54,1359.52,0.01,27-04-2024
1549,51,Amit Bansal,North,Electronics,2993.3,242.62,0.13,18-12-2024
1550,50,Rohit Verma,South,Furniture,7507.14,1040.73,0.03,14-12-2022
1551,22,Rahul Sharma,North,Office Supplies,8673.5,997.8,0.1,18-11-2024
1552,70,Rohit Verma,West,Furniture,9710.65,1840.41,0.04,08-05-2023
1553,59,Neha Kapoor,West,Services,6577.97,1031.14,0.18,13-09-2022
1554,70,Priya Singh,North,Software,3424.75,453.58,0.03,22-01-2020
1555,1,Amit Bansal,South,Office Supplies,3224.24,506.27,0.14,04-10-2022
1556,97,Simran Kaur,East,Electronics,7775.76,1629.74,0.12,19-06-2024
1557,1,Amit Bansal,East,Furniture,4411.49,715.15,0.08,30-11-2020
1558,92,Karan Jain,West,Furniture,2998.31,403.12,0.05,14-04-2024
1559,79,Rohit Verma,East,Services,8183.68,1085,0.17,08-01-2021
1560,18,Rohit Verma,North,Software,6368.43,665.03,0.12,19-01-2021
1561,42,Rahul Sharma,South,Electronics,9712.3,528.6,0.19,31-07-2021
1562,35,Arjun Mehta,West,Electronics,2711.7,217.31,0.1,01-12-2021
1563,54,Rohit Verma,West,Office Supplies,4905,1021.64,0.07,23-09-2024
1564,97,Arjun Mehta,North,Office Supplies,7868.7,505.78,0.09,28-01-2021
1565,33,Karan Jain,North,Electronics,9758.69,1882.81,0.08,26-06-2022
1566,32,Rahul Sharma,South,Software,7485.57,514.95,0.13,02-03-2021
1567,61,Karan Jain,East,Office Supplies,2006.81,392.63,0.15,30-01-2023
1568,67,Ananya Gupta,East,Software,6565.94,589.26,0.18,03-11-2024
1569,86,Priya Singh,North,Furniture,6512.64,748.32,0.03,19-07-2021
1570,75,Ananya Gupta,West,Furniture,584.83,34.15,0.16,31-08-2022
1571,89,Neha Kapoor,South,Office Supplies,7822.57,780.26,0.1,05-11-2023
1572,80,Sneha Patel,North,Electronics,3877.42,313.23,0.11,07-08-2020
1573,17,Simran Kaur,South,Office Supplies,9825.92,2040.97,0.15,07-07-2024
1574,57,Priya Singh,North,Software,3902.59,300.29,0.18,20-09-2022
1575,91,Simran Kaur,East,Services,7121.86,626.4,0.04,13-12-2021
1576,42,Simran Kaur,East,Services,9187.5,1478.31,0.01,13-11-2020
1577,58,Rohit Verma,East,Services,3987.57,199.95,0.13,15-02-2022
1578,94,Arjun Mehta,North,Services,8639.88,1772.93,0.05,16-01-2024
1579,9,Amit Bansal,West,Furniture,5478.66,819.11,0.11,09-06-2023
1580,37,Sneha Patel,West,Office Supplies,1549.41,239.6,0.01,06-09-2024
1581,17,Arjun Mehta,North,Furniture,1517.02,133.99,0.01,07-08-2023
1582,50,Simran Kaur,East,Electronics,3980.36,681.4,0.01,03-03-2021
1583,84,Simran Kaur,North,Software,8109.69,503.94,0.11,28-12-2024
1584,54,Sneha Patel,North,Services,3025.25,175.86,0.01,14-09-2021
1585,10,Priya Singh,North,Electronics,7389.13,1155.16,0.04,13-12-2022
1586,85,Priya Singh,South,Services,7617.35,1013.39,0.02,31-07-2023
1587,74,Sneha Patel,West,Software,8886.83,740.82,0.04,02-04-2022
1588,65,Sneha Patel,South,Services,9985.12,1383.96,0.07,07-10-2021
1589,71,Sneha Patel,East,Software,7759.75,1056.24,0.15,31-05-2023
1590,31,Neha Kapoor,South,Software,7774.23,1828.73,0.05,15-07-2022
1591,58,Karan Jain,North,Electronics,9838.09,1664.14,0.1,28-12-2024
1592,39,Rahul Sharma,East,Furniture,2540.82,287.06,0.15,13-11-2023
1593,36,Amit Bansal,South,Electronics,858.49,103.99,0.03,21-01-2022
1594,75,Priya Singh,South,Office Supplies,8205.21,561.08,0.08,21-03-2021
1595,94,Ananya Gupta,East,Software,2142.57,460.95,0.14,26-03-2023
1596,13,Neha Kapoor,East,Electronics,7442.5,1229.92,0.02,24-04-2020
1597,99,Sneha Patel,East,Software,4456.96,996.43,0.17,09-04-2021
1598,96,Neha Kapoor,North,Software,1014.22,157.08,0.06,02-03-2023
1599,20,Sneha Patel,South,Furniture,979.94,192.38,0.08,01-07-2022
1600,97,Neha Kapoor,North,Furniture,4603.39,954.16,0.03,19-11-2021
1601,11,Simran Kaur,North,Services,4292.32,287.65,0.1,03-05-2024
1602,90,Arjun Mehta,South,Software,5813.31,857.88,0.13,05-02-2021
1603,72,Neha Kapoor,South,Furniture,1180.62,242.45,0.06,25-03-2023
1604,12,Ananya Gupta,West,Software,3970.04,349.75,0.07,04-09-2023
1605,4,Rohit Verma,South,Office Supplies,6354.1,1576.02,0.09,25-10-2020
1606,57,Rahul Sharma,South,Furniture,7010.91,569.27,0.15,24-06-2020
1607,15,Rahul Sharma,South,Services,9303.93,2081.76,0.16,29-01-2020
1608,44,Ananya Gupta,East,Software,4976.31,579.12,0.15,09-03-2021
1609,27,Amit Bansal,East,Services,5088.75,997.32,0.03,02-12-2023
1610,86,Rahul Sharma,West,Services,9107.38,1414.92,0.05,03-05-2020
1611,37,Priya Singh,East,Electronics,4917.13,1175.37,0.01,14-09-2023
1612,35,Sneha Patel,North,Electronics,3278.71,743.22,0.08,18-02-2022
1613,66,Ananya Gupta,East,Software,8734.34,1365.28,0.04,22-10-2022
1614,59,Amit Bansal,North,Electronics,2850.23,444.3,0.07,16-03-2022
1615,96,Arjun Mehta,North,Office Supplies,7000.96,847.65,0.06,23-10-2022
1616,36,Rahul Sharma,East,Software,8958.82,1907.98,0.01,10-02-2023
1617,36,Priya Singh,South,Office Supplies,9023.17,1636.68,0.02,21-02-2022
1618,67,Neha Kapoor,South,Software,2783.43,224.2,0.19,24-05-2023
1619,43,Simran Kaur,South,Furniture,6698.49,1113.33,0.14,18-02-2021
1620,18,Rohit Verma,South,Software,9959.02,2441.51,0.03,02-03-2023
1621,21,Sneha Patel,North,Services,5563.13,1078.62,0.04,15-09-2024
1622,19,Rahul Sharma,East,Software,9631.36,1065.9,0.15,09-08-2024
1623,82,Rohit Verma,South,Furniture,1514.33,131.67,0.15,07-06-2023
1624,79,Rohit Verma,South,Services,2705.73,507.26,0.07,10-11-2023
1625,100,Simran Kaur,South,Services,8538.31,1227.41,0.13,11-01-2021
1626,50,Simran Kaur,West,Furniture,2055.97,195.84,0.08,31-01-2020
1627,35,Karan Jain,South,Furniture,7698.88,486.78,0.19,18-06-2022
1628,79,Simran Kaur,East,Software,8932.08,1210.4,0.16,30-05-2023
1629,95,Karan Jain,East,Software,6309.3,1252.36,0.12,11-12-2022
1630,83,Rahul Sharma,North,Software,4840.55,1091.8,0.18,18-05-2021
1631,67,Amit Bansal,West,Electronics,5798.16,888.43,0.13,10-04-2020
1632,25,Rohit Verma,West,Software,8901.78,1822.51,0.06,06-12-2020
1633,55,Rohit Verma,North,Services,9084.92,1296.56,0.13,04-07-2020
1634,93,Amit Bansal,North,Furniture,7897.95,1876.3,0.14,04-10-2020
1635,51,Karan Jain,East,Software,736.67,103.68,0.18,17-02-2021
1636,59,Ananya Gupta,East,Office Supplies,7071.32,1636.53,0.16,11-01-2024
1637,94,Ananya Gupta,North,Electronics,7209.15,1274.68,0.02,19-12-2023
1638,50,Amit Bansal,South,Software,5728.29,336.72,0.03,17-11-2021
1639,73,Arjun Mehta,South,Furniture,2199.23,423.15,0.08,25-09-2021
1640,94,Simran Kaur,East,Furniture,1616.76,123.38,0.04,29-06-2023
1641,98,Rohit Verma,North,Software,5227.46,782.7,0.16,30-05-2023
1642,64,Priya Singh,South,Services,6764.97,952.15,0.09,16-05-2023
1643,77,Rahul Sharma,South,Services,3142.07,552.15,0.16,01-03-2021
1644,7,Arjun Mehta,South,Electronics,6706.13,384.56,0.17,28-09-2023
1645,74,Neha Kapoor,East,Office Supplies,9243.65,552.83,0.08,31-12-2020
1646,21,Rohit Verma,South,Software,7618.68,929.77,0.01,22-04-2024
1647,39,Sneha Patel,East,Software,8292.52,1672.51,0.17,12-05-2020
1648,38,Simran Kaur,South,Electronics,7098.88,744.56,0.11,10-12-2022
1649,27,Priya Singh,North,Electronics,5927.99,1457.51,0.11,28-06-2020
1650,62,Neha Kapoor,East,Software,6284.02,711.97,0.11,30-06-2023
1651,46,Arjun Mehta,West,Services,7427.26,1110.73,0.16,14-12-2024
1652,79,Priya Singh,East,Furniture,515.02,28.22,0.13,29-08-2020
1653,95,Priya Singh,West,Software,932.18,111.8,0.16,10-03-2021
1654,2,Priya Singh,East,Office Supplies,8006.86,893.2,0.1,25-10-2021
1655,99,Rahul Sharma,North,Office Supplies,3742.94,729.42,0.12,29-02-2020
1656,23,Priya Singh,East,Office Supplies,9261.66,1350.55,0.09,13-03-2020
1657,83,Arjun Mehta,West,Furniture,6458.4,1475.17,0.11,17-11-2021
1658,60,Karan Jain,North,Services,3343.77,652.01,0.06,02-01-2023
1659,3,Priya Singh,East,Office Supplies,1129.02,90.16,0.17,25-11-2021
1660,49,Amit Bansal,South,Services,6254.05,547.08,0.02,21-05-2024
1661,97,Rohit Verma,East,Electronics,3079.23,207.42,0.18,31-01-2022
1662,58,Rohit Verma,South,Services,3372.02,244.29,0.16,11-05-2024
1663,26,Ananya Gupta,West,Services,736.88,107.98,0.1,24-01-2021
1664,44,Simran Kaur,East,Office Supplies,1861.3,417.6,0.16,23-11-2022
1665,87,Arjun Mehta,South,Electronics,4864,937.47,0.1,09-01-2020
1666,40,Rahul Sharma,North,Office Supplies,4935.32,292.31,0.1,11-09-2023
1667,96,Rohit Verma,North,Services,7705.69,1369.84,0.04,14-02-2021
1668,25,Rohit Verma,East,Services,3531.92,488.19,0.02,01-11-2020
1669,21,Rohit Verma,North,Electronics,9603.83,1555.1,0.02,16-01-2023
1670,45,Amit Bansal,East,Office Supplies,1844.79,352.12,0.06,16-05-2021
1671,22,Ananya Gupta,East,Services,8976.31,1419.29,0.01,29-02-2020
1672,61,Rahul Sharma,North,Software,1011.1,136.79,0.04,05-05-2023
1673,76,Simran Kaur,East,Office Supplies,3657.15,327.79,0.15,15-07-2024
1674,69,Ananya Gupta,West,Services,1752.06,372.44,0.18,17-08-2022
1675,13,Simran Kaur,East,Software,4970.19,1190.31,0.03,17-06-2023
1676,34,Sneha Patel,West,Furniture,7146.34,1308.04,0.16,12-12-2024
1677,42,Simran Kaur,West,Electronics,1120.97,81.36,0.1,28-09-2024
1678,22,Rohit Verma,East,Services,5959.44,903.39,0.08,02-01-2024
1679,14,Sneha Patel,North,Office Supplies,5561.08,723.85,0.08,25-06-2023
1680,32,Amit Bansal,South,Software,4146.26,489.85,0.16,25-04-2023
1681,56,Karan Jain,East,Services,7094.26,600.3,0.13,23-02-2024
1682,92,Neha Kapoor,West,Electronics,6125.55,873.39,0.11,10-08-2024
1683,57,Arjun Mehta,East,Software,1161.27,83.32,0.16,28-04-2024
1684,49,Sneha Patel,West,Electronics,1360.06,290.25,0.18,26-03-2024
1685,82,Rahul Sharma,South,Furniture,4803.26,520.2,0.12,04-07-2022
1686,26,Priya Singh,East,Office Supplies,5917.63,1376.68,0.06,09-06-2022
1687,92,Sneha Patel,North,Services,577.13,142.72,0.08,18-09-2020
1688,38,Rahul Sharma,East,Services,9695.05,486.39,0.11,05-01-2022
1689,15,Rohit Verma,North,Furniture,4601.3,773.17,0.13,28-12-2023
1690,49,Karan Jain,West,Software,5678.63,1036.34,0.09,20-01-2021
1691,72,Karan Jain,East,Software,1965.54,490.38,0.13,02-10-2020
1692,2,Ananya Gupta,North,Furniture,7352.72,1083.35,0.09,05-10-2020
1693,11,Arjun Mehta,West,Software,8989.03,1699.63,0.19,30-06-2023
1694,24,Simran Kaur,West,Services,8290.68,1052.44,0.05,19-05-2022
1695,78,Rahul Sharma,West,Furniture,7265.23,754.49,0.19,26-03-2023
1696,47,Rahul Sharma,North,Services,5091.05,629.84,0.12,15-11-2023
1697,11,Arjun Mehta,East,Software,5411.02,836.93,0.12,17-05-2021
